age,monthly_income,monthly_expenses,num_dependents,existing_savings,debt_payments,investment_amount,employment_type,has_insurance,financial_health_score,recommended_monthly_saving
33,949142,623861,2,4508191,141070,242869,employed,0,100,36842
39,497204,277096,2,807994,401016,13850,employed,0,100,0
28,1974291,1162096,2,803404,184141,66859,employed,1,100,125610
56,1370382,806207,3,3103519,54332,111293,self_employed,0,100,101968
31,1061018,905310,5,60899,151589,92613,employed,1,100,823
59,231955,172959,0,830849,73058,99559,self_employed,0,100,0
30,1204230,588809,2,1822185,76063,28700,employed,1,100,107871
33,1319936,838364,0,2376262,133837,91359,employed,0,100,69546
45,749866,462320,4,1060666,401228,294397,employed,1,100,0
24,318112,154798,4,2766712,391464,70980,employed,0,100,0
35,240823,169375,2,3842079,444628,130513,student,0,100,0
32,425248,302173,5,1887228,56011,70678,unemployed,1,100,13412
35,378938,140118,2,1625956,113038,8170,employed,0,100,25156
64,1195268,427854,4,495004,299735,94525,employed,1,100,93535
28,1717211,548274,0,877364,485075,180107,self_employed,1,100,136772
28,701751,480700,0,2999465,365374,3093,employed,0,100,0
56,172624,163531,0,1399242,162816,209977,self_employed,0,100,0
34,1839212,1638072,1,1667953,55722,114779,employed,1,100,29083
57,763305,457704,4,3709411,340365,132284,student,0,100,0
23,1712279,868593,1,3561946,305281,42641,employed,0,100,107680
63,53122,41255,1,2744989,59402,249716,self_employed,1,100,0
22,1062409,550264,4,4321536,40979,61248,student,0,100,94233
50,1513773,488304,1,1789959,7482,83110,self_employed,1,100,203597
38,1230957,783230,1,1209731,207092,4249,self_employed,1,100,48126
26,1160335,589984,5,1983582,481163,178192,student,0,100,17837
50,1899977,624626,3,3150841,300755,181041,self_employed,1,100,194919
22,202754,160949,4,4427005,424777,71839,employed,0,100,0
37,873427,587415,2,377163,138004,126741,employed,0,100,29601
40,1992103,1049520,2,1689508,422082,75887,employed,0,100,104100
54,1830732,1045194,0,4032368,281731,132184,employed,0,100,100761
51,1745449,612401,0,3310165,489687,152815,self_employed,0,100,128672
33,1608727,611847,2,2413963,479925,119610,employed,0,100,103390
63,1361326,779219,0,4802856,43236,119431,employed,1,100,107774
44,171425,68284,1,62412,230042,135924,employed,1,100,0
21,569612,241219,5,4285359,84591,130380,student,0,100,48760
32,443889,239552,2,403778,234206,130966,student,0,100,0
37,1202314,770200,2,3501244,252,101620,employed,0,100,86372
60,941892,623906,5,3396901,90825,204735,employed,1,100,45432
22,1684087,1041091,0,2684399,427331,280605,employed,1,100,43132
57,773016,268560,0,4046138,426955,214597,employed,1,100,15500
33,1377955,484896,1,4790327,14414,293473,employed,0,100,175728
51,411255,178358,5,2736740,10713,169710,student,1,100,44436
64,1459966,1269306,1,1589495,289441,267720,self_employed,1,100,0
31,684541,254996,3,4164246,496512,8344,unemployed,0,100,0
44,1269585,976810,2,1259115,382010,73056,self_employed,1,100,0
19,1165754,970608,1,522977,128435,30458,unemployed,0,100,13342
46,736758,271293,1,2333659,279852,166705,employed,0,100,37122
22,996196,685238,1,3114398,212241,215917,self_employed,0,100,19743
45,1078557,862744,1,1381001,378696,75938,employed,0,100,0
19,1744045,1433732,2,1741720,348014,12383,unemployed,0,100,0
51,1888633,602189,0,3750917,226558,144511,self_employed,0,100,211977
20,325245,210719,0,1676780,1329,182858,self_employed,1,100,22639
58,562114,236728,4,1036119,273697,34007,employed,0,100,10337
39,1352898,1187909,0,1965986,471093,60061,unemployed,0,100,0
43,500576,301420,0,949028,66741,19598,student,0,100,26482
22,777328,443253,4,2151266,219443,280138,unemployed,0,100,22926
21,1380506,599724,3,1347329,450290,255827,employed,1,100,66098
54,1724743,737399,3,3089984,396701,100567,employed,0,100,118128
50,1387385,1310121,5,3764599,447363,154022,employed,1,100,0
34,138047,47482,5,3395425,33844,92666,employed,0,100,11344
25,1688628,552760,4,854204,461975,68122,employed,0,100,134778
30,1330775,629246,4,1121887,216369,171979,employed,0,100,97031
43,108499,58398,2,4591576,155373,66941,employed,1,100,0
52,836918,462268,4,1721631,124332,262218,employed,0,100,50063
64,1871289,794623,2,947286,169788,162986,student,0,100,181375
61,1008462,918120,3,4081014,333913,212814,employed,1,100,0
64,164826,146098,2,1713422,296949,40672,employed,1,100,0
58,1528804,952781,0,2857879,64902,148356,self_employed,1,100,102224
58,1731795,1367866,0,3623219,358125,175473,unemployed,0,100,1160
44,1804350,804919,4,1589486,394738,257840,employed,0,100,120938
63,1784378,1526765,3,2349093,418860,82265,student,0,100,0
51,1204316,683756,5,1743055,81492,253128,employed,0,100,87813
47,1689710,653575,4,2687914,88812,221798,unemployed,0,100,189464
44,1919748,1565583,3,2293588,183757,171190,unemployed,1,100,34081
60,598227,366402,2,4451628,410609,229690,self_employed,0,100,0
42,1778766,1235500,0,197922,209906,69478,self_employed,1,100,66671
46,1439839,1289823,1,916524,336929,200584,self_employed,1,100,0
41,790210,531033,1,1835673,65161,288025,employed,1,100,38803
34,1919927,908161,2,879599,411786,180371,employed,1,100,119995
61,1742661,911229,1,2116034,143276,226649,employed,1,100,137631
19,1471360,1260489,3,3666713,151600,147213,employed,1,100,11854
57,617593,511618,2,1713414,399783,202625,unemployed,1,100,0
33,1813639,1416003,1,3956502,35762,85369,self_employed,0,100,72374
20,903469,346765,1,3962472,93510,200210,employed,0,100,92638
40,1269407,541171,0,2705366,107618,140279,employed,0,100,124123
24,1904403,1441524,3,2520640,276598,153102,self_employed,0,100,37256
41,1769153,850505,1,2600519,190695,100515,self_employed,0,100,145590
25,878915,670061,5,27365,293531,274893,employed,0,100,0
38,592552,444855,0,3322843,200637,24036,self_employed,0,100,0
34,1001846,683870,0,3570548,7822,217566,employed,0,100,62030
44,1241145,1169669,1,4059158,240677,238232,employed,0,100,0
60,597500,518854,4,4987197,136040,249256,employed,1,100,0
29,1609855,609196,5,3881670,289584,85705,self_employed,1,100,142214
42,722062,560792,5,748102,62592,283696,self_employed,1,100,19735
56,705894,601131,1,3382204,370481,198373,employed,0,100,0
48,1594557,1382083,0,3868505,408205,9129,employed,0,100,0
59,257148,163105,0,3810798,402542,206114,employed,1,100,0
47,964305,826848,1,4588250,176149,280607,self_employed,1,100,0
59,1950511,1668338,4,3494696,238392,64959,employed,1,100,8756
53,1986386,1311130,2,1656140,422228,207667,employed,0,100,50605
58,229446,149546,4,1204201,176936,90739,employed,1,100,0
39,159332,111520,4,2548635,179108,91050,employed,0,100,0
32,1845335,742219,4,871550,193361,215862,student,0,100,181950
40,1948982,1520765,5,993155,329576,12409,employed,1,100,19728
51,262483,230659,1,2835655,102600,213466,unemployed,0,100,0
60,234538,155731,2,33336,368358,169786,student,0,100,0
52,1805683,1406535,4,2075891,382942,179637,self_employed,0,100,3241
37,1741447,1113651,4,4065286,202211,168341,student,0,100,85116
59,1498687,997004,3,4801477,379908,80049,self_employed,0,100,24354
46,1430975,966048,4,4407359,376350,109177,employed,1,100,17715
45,897176,418227,3,705330,192085,41905,self_employed,1,100,57372
26,191127,152415,2,4227858,436024,1948,self_employed,0,100,0
49,1237405,706500,4,3248691,277390,167590,self_employed,0,100,50702
25,224900,76232,0,1468004,10329,72814,employed,0,100,27667
30,625600,384784,1,1251070,359708,170560,employed,0,100,0
51,420917,160285,0,3871546,447925,268049,student,1,100,0
64,1495570,1225611,5,1664569,182440,171850,unemployed,1,100,17503
42,1797692,739668,5,922742,357850,223470,unemployed,0,100,140034
28,1660121,1472442,5,2031126,390945,130539,employed,0,100,0
41,1488944,1306387,4,2979022,410324,161396,employed,0,100,0
21,1736452,1523633,4,3188102,341195,28708,student,1,100,0
52,1687751,854010,3,4725476,154658,61637,unemployed,0,100,135816
53,73697,37292,2,3509762,11702,217715,self_employed,1,100,4940
19,903925,483995,0,3995223,306401,285259,employed,0,100,22705
47,219242,191289,4,240733,94752,7111,employed,0,100,0
57,225005,123285,1,4788113,278825,97194,self_employed,1,100,0
23,1824665,1218819,1,2359737,344406,220864,employed,0,100,52287
59,1135735,1057621,2,3911503,345991,239274,student,0,100,0
24,1906615,1437275,5,4649964,146533,113473,employed,0,100,64561
30,822749,672839,0,2155627,110162,85537,employed,1,100,7949
60,1470974,880252,3,4896457,421241,262607,employed,0,100,33896
37,183822,145647,3,1634195,303090,61829,self_employed,0,100,0
22,712406,583552,5,1241343,178146,251798,employed,1,100,0
41,1512922,1125667,3,585646,490202,65982,employed,1,100,0
59,1592814,1512453,5,1612494,11764,251643,employed,1,100,13719
51,1403718,493092,3,3436170,58105,182797,employed,1,100,170504
40,1957839,1646415,1,2643469,156542,294488,employed,0,100,30976
26,1340905,591328,1,1726648,135325,136633,employed,0,100,122850
43,487051,344681,4,1517932,134764,107427,employed,0,100,1521
43,1669781,1387835,4,2055286,200531,291301,student,1,100,16282
35,1761443,1272152,5,1210735,380251,54387,unemployed,1,100,21807
53,1302343,622321,0,2755247,470089,237996,self_employed,0,100,41986
34,94731,47308,0,736328,253609,268601,unemployed,0,100,0
22,1227386,847000,2,2338668,14616,116987,employed,1,100,73153
23,1582797,1406349,5,3909997,320781,63537,employed,1,100,0
51,228638,166230,1,245840,427328,223158,employed,0,100,0
48,1916225,1103419,2,2138165,488861,288219,student,1,100,64788
54,1941740,1674042,3,4798368,459276,32084,employed,1,100,0
37,1489113,735822,4,2788111,51544,265737,self_employed,0,100,140349
29,1430401,918840,4,2397522,23051,55617,self_employed,1,100,97701
28,657053,329288,2,1036225,385175,227636,employed,1,100,0
47,1685581,1365756,2,1465400,489797,231178,unemployed,0,100,0
57,918872,395477,1,1218563,68168,146615,self_employed,1,100,91045
31,367783,267119,3,1094693,344613,222798,employed,1,100,0
63,1699892,1238931,5,2411399,77619,201584,self_employed,0,100,76668
38,1077675,975543,0,932153,93509,64088,unemployed,1,100,1724
40,400748,235149,0,2692839,216062,143018,unemployed,1,100,0
53,1077987,671170,2,1709975,247916,141442,student,1,100,31780
22,1661826,1145275,2,471444,394274,28429,employed,1,100,24455
63,1475166,564241,2,4642637,473115,131356,employed,1,100,87561
63,896132,533909,0,3870018,267908,55468,employed,0,100,18862
20,1517559,603334,4,4147227,54569,52911,employed,1,100,171931
49,72975,59260,4,128363,303827,254016,self_employed,1,100,0
45,1421826,728718,0,855634,388559,286793,employed,0,100,60909
21,1300618,759517,4,2627386,446227,155206,employed,0,100,18974
56,1320755,639290,1,841396,124145,62721,student,0,100,111463
43,913327,426669,5,4663944,439573,188693,employed,1,100,9416
48,1057507,996067,2,3214016,295090,177653,unemployed,0,100,0
27,67172,56518,5,2829383,7510,220006,employed,0,100,628
29,1670763,988987,3,3822229,29304,74651,employed,0,100,130494
34,241227,202261,3,422462,463051,194391,employed,0,100,0
63,1270645,940047,4,4548816,220078,124348,employed,1,100,22103
25,1673221,947112,0,1988668,75616,124417,employed,0,100,130098
28,990677,315234,5,1109816,172661,946,employed,0,100,100556
25,60052,53673,1,1455195,194982,15093,self_employed,1,100,0
47,1864470,834250,5,4337184,287096,54946,employed,1,100,148624
36,1742012,1343229,3,4468572,183451,273524,employed,0,100,43066
35,1592766,1322023,3,2403550,231875,267274,employed,1,100,7773
25,1779010,1212218,4,2171194,68014,175219,employed,0,100,99755
33,1030759,749262,0,838354,280431,130335,unemployed,0,100,213
43,444786,153315,3,4226528,211174,172259,unemployed,1,100,16059
38,1786476,1186707,1,3430005,310523,149968,employed,0,100,57849
59,1054399,519568,2,645024,334919,248276,student,1,100,39982
24,1568541,1049538,0,3421468,137461,212830,employed,0,100,76308
60,1966130,1361985,5,998580,6577,243328,self_employed,0,100,119513
19,171169,59507,2,4602100,15152,72861,self_employed,0,100,19301
38,386559,225808,5,4649525,109003,225177,employed,0,100,10349
21,144869,123218,2,1497012,492733,101641,employed,0,100,0
43,1552951,588030,0,316272,97570,199052,self_employed,0,100,173470
38,490221,385790,1,2242073,57423,263160,self_employed,0,100,9401
28,159885,105323,5,2600214,169543,120846,self_employed,0,100,0
29,891769,623564,1,2898842,482564,236032,self_employed,0,100,0
59,162874,51169,5,646063,225355,133706,student,0,100,0
29,1311710,1130004,4,119077,284889,52139,unemployed,0,100,0
45,997882,884859,0,2739506,374692,136304,employed,0,100,0
57,1868376,1317787,0,3388272,103912,87586,employed,0,100,89335
64,1885539,1776681,5,4206129,11592,245906,self_employed,1,100,19453
62,1991315,988271,4,1470685,496808,25483,employed,1,100,101247
31,1830544,797609,1,3342956,489307,211144,employed,0,100,108725
58,883720,349462,5,2113193,171644,147795,employed,1,100,72522
37,507105,211692,0,1830314,466983,159603,student,0,100,0
46,241811,77930,0,3536896,48185,261784,employed,0,100,23139
57,1053547,797777,5,193708,20167,201220,employed,1,100,47120
27,202262,162329,2,1666212,11521,142731,self_employed,0,100,5682
44,257117,79097,2,2652263,290993,275382,employed,0,100,0
50,1884236,851494,1,4570608,423668,83709,unemployed,0,100,121814
57,1184375,523239,2,1312625,324693,181826,unemployed,0,100,67288
53,837705,596515,2,3573224,263038,30361,employed,1,100,0
34,153793,124896,1,3693688,139374,245298,employed,0,100,0
60,1152117,883731,1,2797861,107636,246174,employed,0,100,32149
60,545504,433847,4,331988,446429,16517,employed,0,100,0
43,532105,406117,0,3166677,117455,209887,employed,1,100,1706
64,962742,764700,0,3542364,323119,203106,employed,1,100,0
63,1651457,1098588,1,1371927,480663,281963,student,1,100,14441
25,1016853,665928,1,3268797,459354,294370,student,0,100,0
23,1763340,1471496,3,525283,43296,156061,self_employed,0,100,49709
57,1663977,1161338,5,1951807,147397,155820,employed,1,100,71048
49,848322,334944,5,4357937,341469,283929,employed,0,100,34381
23,1036938,894700,5,4036091,391081,295749,self_employed,1,100,0
45,373240,228854,2,3515926,338841,249246,employed,0,100,0
35,585235,271468,3,1225289,362957,28185,self_employed,1,100,0
55,1508395,820742,0,2259828,112862,78406,employed,0,100,114958
23,1017116,681858,1,3886812,242191,270215,self_employed,0,100,18613
27,1928625,1072237,4,995738,200724,45628,employed,1,100,131132
30,1478653,1012891,5,584331,481665,242422,self_employed,1,100,0
56,236577,157238,0,2198693,17338,70693,self_employed,1,100,12400
31,501735,330518,1,1655237,127879,252463,employed,0,100,8667
50,1605805,1072128,5,646103,429190,190525,employed,1,100,20897
49,1700289,862838,0,1010881,158681,197391,self_employed,1,100,135753
34,1561561,1343354,3,484803,56724,179458,employed,1,100,32296
34,848657,548220,1,4959325,456081,221026,student,1,100,0
54,200442,66093,2,967425,67281,96523,employed,1,100,13413
18,1697414,834179,4,3255288,410112,124759,employed,0,100,90624
18,1971756,1510559,1,4587965,397530,227556,self_employed,1,100,12733
41,1293712,947809,0,1329823,495367,165814,self_employed,0,100,0
37,1585952,676468,5,3160169,181083,112012,employed,0,100,145680
58,802405,761362,5,3132502,428901,101254,self_employed,0,100,0
57,1106954,782447,1,3389212,13185,221591,employed,1,100,62264
56,1697449,870155,2,4825336,189717,125425,self_employed,0,100,127515
28,186567,103580,2,4191860,101651,250859,employed,0,100,0
42,535193,480472,5,1075975,279245,52740,employed,1,100,0
43,1625303,943050,1,3801981,158626,153265,unemployed,1,100,104725
52,1944646,888143,3,2706230,499643,268260,unemployed,0,100,111371
45,1427875,747343,5,2793687,244254,21226,employed,0,100,87255
35,776549,500576,4,399628,420520,215923,employed,0,100,0
27,493827,198768,4,4986763,203202,6319,self_employed,1,100,18371
43,329855,109886,2,1274308,368455,133495,unemployed,0,100,0
35,1181639,664524,0,4598542,176089,26835,employed,0,100,68205
51,838567,740089,5,3574893,62743,176491,unemployed,0,100,7146
38,1663782,1501758,2,4390657,490510,240239,employed,0,100,0
58,285952,240487,5,4375203,16228,174008,employed,0,100,5847
58,1863121,765315,3,1356922,319653,266697,unemployed,1,100,155630
53,503561,167035,5,4946375,43214,231110,self_employed,0,100,58662
45,1110777,714368,2,1869086,98548,163080,self_employed,1,100,59572
61,1458996,1079544,3,167517,273899,105023,self_employed,1,100,21110
34,1597075,1160048,3,2539021,117107,269046,employed,0,100,63983
26,1767796,841234,0,2497210,110434,143722,unemployed,0,100,163225
60,771044,400781,1,2007366,234487,259804,employed,0,100,27155
40,788811,732753,0,4579348,32293,73531,employed,0,100,4752
42,1858665,1073168,0,1674183,352976,34069,self_employed,1,100,86504
60,498142,359340,5,2526659,488311,292780,employed,1,100,0
43,1242418,777049,1,2271943,471155,103579,unemployed,0,100,0
39,345470,295586,1,1886282,9182,211589,self_employed,0,100,8140
35,612446,517209,1,4437015,448193,284225,self_employed,0,100,0
18,642469,463733,0,2319496,38916,262279,employed,0,100,27963
56,1781968,1613781,2,507344,78593,86918,self_employed,0,100,17918
31,659715,286996,2,570129,446977,200368,employed,1,100,0
46,210217,136380,0,1107422,31705,298310,self_employed,0,100,8426
32,278860,126157,1,559020,470949,23093,employed,0,100,0
64,1480921,542951,0,2970209,35876,83426,employed,1,100,180418
32,1333731,1069421,2,1119312,375945,204545,self_employed,1,100,0
63,718603,501769,1,4410185,361178,93148,employed,0,100,0
34,1884159,692522,0,736093,161607,28086,employed,0,100,206005
34,558152,526193,2,4245795,416841,273900,employed,1,100,0
56,1823056,646131,1,1161370,298490,12697,employed,1,100,175686
44,275661,205844,1,3416567,268386,245924,employed,0,100,0
