transaction_amount,location,device,time,frequency,is_fraud
1365042.93,International,mobile,7,3,0
971258.06,Musanze,mobile,23,2,0
3267282.21,Gisenyi,web,19,3,0
704236.63,Gisenyi,pos,4,2,0
3962716.5,Kigali,mobile,1,3,0
1252556.24,Nyagatare,unknown,16,1,0
1277749.57,Gisenyi,mobile,15,4,0
1405965.92,Gisenyi,mobile,20,3,0
3732067.28,Gisenyi,mobile,14,2,0
4621117.65,Kigali,mobile,12,5,0
4537596.32,Musanze,mobile,15,4,0
506720.48,Nyagatare,web,9,7,0
1312553.3,Kigali,unknown,3,3,0
3361073.74,Butare,mobile,11,3,0
3092943.93,Kigali,web,14,3,0
1750470.31,Kigali,web,10,0,0
4314285.2,Kigali,unknown,10,2,0
652766.14,Nyagatare,mobile,16,1,0
3195339.87,Gisenyi,mobile,0,3,0
1365785.84,Gisenyi,mobile,11,4,0
2636109.52,Nyagatare,unknown,19,3,1
1937739.11,Musanze,web,17,4,0
4898685.63,Kigali,web,19,3,0
2433718.02,Kigali,mobile,2,5,1
4880478.92,Kigali,mobile,13,1,0
1275477.07,Kigali,atm,2,3,0
3839820.69,Musanze,web,2,4,1
3585432.1,Musanze,mobile,16,3,0
4238302.61,Kigali,web,6,6,0
3468190.52,Butare,unknown,4,2,1
3411954.31,Kigali,mobile,6,3,0
3303708.43,Kigali,unknown,2,9,1
4925265.33,Kigali,atm,16,3,0
1140874.83,Nyagatare,mobile,20,2,0
151053.37,Kigali,pos,15,7,0
3390015.34,Nyagatare,atm,17,4,0
862102.68,Musanze,web,9,1,0
3397079.96,Rubavu,atm,22,5,0
1598767.21,Musanze,mobile,6,0,0
217236.91,Kigali,atm,3,4,0
3848955.08,Musanze,web,2,5,1
258715.05,Kigali,mobile,13,5,0
1121079.51,International,web,5,0,0
1682374.96,Musanze,web,0,4,0
664180.88,International,mobile,2,2,0
4567889.02,Nyagatare,mobile,8,4,0
3109371.54,Kigali,mobile,3,4,0
4377042.04,Nyagatare,mobile,4,7,0
3410419.29,Kigali,pos,21,5,0
4959731.06,Rubavu,web,13,1,0
2626001.42,Musanze,atm,23,3,0
269289.32,Kigali,web,2,2,0
804712.79,Kigali,mobile,7,7,0
2942369.09,Nyagatare,web,8,2,0
1738968.83,Kigali,pos,20,3,0
564907.56,Kigali,web,12,3,0
1191079.64,Butare,atm,22,2,0
2373116.37,Musanze,atm,10,5,0
2591150.26,Nyagatare,web,21,3,0
4672939.0,Butare,mobile,17,2,0
453850.9,Gisenyi,pos,18,7,0
1789358.35,Nyagatare,pos,11,3,0
2530493.03,Butare,pos,5,2,0
566781.27,Gisenyi,pos,7,2,0
3439166.22,Kigali,mobile,2,0,1
2575382.94,International,web,14,4,1
2297829.83,Gisenyi,mobile,16,4,0
3280574.83,Rubavu,mobile,21,1,0
1439429.55,Kigali,atm,13,1,0
1696965.84,Rubavu,web,8,3,0
813911.14,Butare,mobile,10,4,0
2618867.98,Kigali,web,2,1,0
1862357.56,Musanze,unknown,8,2,0
1302024.15,Musanze,mobile,2,4,0
624148.67,Kigali,mobile,17,4,0
116614.41,Kigali,web,18,3,0
967164.68,Kigali,mobile,3,5,0
1237507.27,Butare,unknown,5,3,0
2427438.82,Butare,web,8,2,0
1205362.62,Rubavu,mobile,11,4,0
4088358.64,Kigali,web,1,0,0
2370907.39,Kigali,mobile,8,2,0
3119241.92,Rubavu,mobile,9,2,0
1040087.75,International,mobile,23,2,0
2080932.58,Nyagatare,web,11,2,0
3014085.4,Musanze,mobile,21,2,0
1555573.92,Kigali,mobile,4,0,0
1681318.95,Kigali,web,1,2,0
4037222.21,Rubavu,web,20,4,0
4185988.26,Kigali,mobile,11,0,0
2664938.19,Kigali,atm,6,3,0
4482105.57,International,mobile,17,3,0
3683541.67,Kigali,mobile,1,2,0
276980.28,Nyagatare,mobile,21,7,0
2797587.5,Kigali,atm,5,3,0
3489117.59,Kigali,web,0,1,0
2704653.72,Gisenyi,mobile,18,0,0
4159963.26,Kigali,web,17,1,0
1504535.23,International,web,15,3,0
327862.93,Butare,mobile,5,3,0
3168285.83,Rubavu,web,16,1,0
3654137.66,Rubavu,mobile,3,1,0
3826386.71,Musanze,mobile,19,3,0
55797.09,Nyagatare,pos,16,4,0
3367054.55,Butare,web,23,4,0
104128.56,Nyagatare,web,11,1,0
3874042.69,Rubavu,pos,10,3,0
3515674.15,Rubavu,mobile,6,4,0
2837285.81,Kigali,mobile,8,5,0
2531868.87,Kigali,unknown,10,1,1
3575681.76,Rubavu,mobile,15,4,0
286447.94,Kigali,web,9,3,0
4161030.74,Butare,unknown,14,6,1
1006530.33,Butare,mobile,18,1,0
2389205.42,Kigali,unknown,6,4,1
2434253.72,Gisenyi,web,3,1,0
3885729.1,Gisenyi,unknown,18,2,1
965358.86,Kigali,mobile,10,4,0
1499098.82,Kigali,web,11,0,0
3315708.25,Kigali,unknown,2,0,1
2064152.32,Gisenyi,mobile,3,2,1
1494668.68,Rubavu,mobile,17,4,0
3107305.4,Kigali,mobile,14,3,0
433317.67,Kigali,unknown,22,0,0
3948997.97,Kigali,mobile,0,0,0
2623983.71,Musanze,mobile,21,0,0
1030499.54,Butare,atm,21,3,0
2042875.33,Butare,web,18,1,0
655818.47,Butare,web,1,1,0
3083097.27,Butare,web,17,3,0
3346668.51,International,web,15,5,1
2026727.0,Nyagatare,web,16,2,0
1698782.6,Rubavu,unknown,18,6,0
4248998.85,Kigali,mobile,19,1,0
2880558.18,Butare,unknown,22,2,1
3335272.85,Rubavu,mobile,9,2,0
638031.81,Kigali,mobile,10,5,0
3566769.81,Butare,web,3,1,1
2223331.57,Kigali,pos,14,5,0
1833658.78,Kigali,mobile,6,1,0
4647056.3,Kigali,mobile,13,2,0
270142.97,Musanze,web,13,3,0
978434.22,Kigali,unknown,13,2,0
1875512.91,Nyagatare,mobile,11,2,0
1620538.47,Kigali,mobile,19,4,0
2553663.91,Kigali,web,21,2,0
2004809.81,Musanze,mobile,0,3,0
3941551.15,Butare,mobile,4,3,0
3840118.77,Kigali,pos,18,3,0
3861987.69,Kigali,web,21,1,0
1847088.09,Kigali,mobile,21,2,0
2037138.7,Rubavu,unknown,5,1,1
3602449.41,Butare,web,12,7,0
621429.73,Butare,web,13,1,0
4259672.13,Butare,web,15,3,0
2706520.56,Kigali,unknown,5,5,1
4242801.83,Musanze,pos,0,3,0
3968118.1,Nyagatare,mobile,5,2,0
1872228.24,Musanze,mobile,1,0,0
508247.77,Butare,web,4,3,0
4604190.79,International,mobile,2,4,1
1723354.45,Gisenyi,web,14,4,0
1869021.58,Musanze,mobile,9,2,0
4545287.98,Rubavu,pos,17,2,0
4586777.34,Rubavu,mobile,17,6,0
1314899.48,Gisenyi,mobile,11,3,0
445236.93,Kigali,mobile,5,4,0
6039.58,Kigali,mobile,0,5,0
2191753.28,Nyagatare,web,4,2,0
2843082.72,Kigali,web,19,1,0
1352054.85,Kigali,atm,16,2,0
1299118.38,Kigali,mobile,9,3,0
1784246.83,Kigali,atm,8,3,0
1315793.97,Gisenyi,mobile,19,5,0
4292262.8,Gisenyi,web,13,4,0
3214390.53,Musanze,mobile,17,5,0
4144819.69,Kigali,pos,22,1,0
4302461.01,Kigali,pos,14,1,0
2175332.23,Butare,mobile,10,4,0
2388148.45,Kigali,unknown,0,2,1
4889109.08,Nyagatare,mobile,15,2,0
4084291.14,Gisenyi,pos,10,3,0
3989572.66,Butare,mobile,1,3,0
2918774.18,Kigali,mobile,12,3,0
2306020.72,Nyagatare,pos,2,5,0
4473106.18,Butare,mobile,19,5,0
4022882.53,Butare,atm,1,2,0
2584186.14,Rubavu,web,22,1,0
1352818.76,Nyagatare,unknown,23,1,0
736823.38,Kigali,unknown,21,5,0
2763752.19,Kigali,web,0,1,0
1480502.08,Kigali,web,12,2,0
1321446.82,Rubavu,mobile,4,5,0
529378.28,Kigali,mobile,20,5,0
172846.36,Butare,web,20,0,0
3916877.44,Rubavu,mobile,11,4,0
540371.34,Rubavu,mobile,7,7,0
4443103.03,Butare,mobile,4,4,0
1069307.15,Rubavu,mobile,19,0,0
3798498.62,International,atm,7,2,0
4115085.9,Kigali,mobile,3,1,1
3962883.33,Rubavu,pos,12,6,0
4364342.67,Butare,mobile,21,4,0
1698934.42,Kigali,mobile,19,0,0
4929449.44,Kigali,mobile,16,6,0
1398333.71,Musanze,atm,3,1,0
4671523.3,Gisenyi,atm,6,0,0
2187481.75,Kigali,mobile,0,3,0
285131.5,International,mobile,15,4,0
3924689.89,Rubavu,pos,9,2,0
3937160.46,Butare,web,7,4,0
986890.82,Rubavu,web,16,4,0
4117650.48,Kigali,web,1,3,1
788318.23,Kigali,web,11,3,0
757582.58,Kigali,web,22,4,0
4044691.98,Kigali,atm,19,4,0
1451450.51,Nyagatare,unknown,18,2,0
384850.74,Kigali,web,20,0,0
4781741.76,Kigali,mobile,20,3,0
2785422.26,Rubavu,unknown,2,2,1
2240663.41,Nyagatare,atm,0,5,1
2520798.16,Kigali,web,19,2,0
3352416.16,Musanze,web,5,2,0
4308399.09,Kigali,atm,19,3,0
3363058.15,Kigali,atm,14,1,0
3697762.2,Butare,atm,16,2,0
901175.32,Kigali,unknown,1,2,0
1920773.3,Nyagatare,web,15,3,0
2924256.56,Nyagatare,mobile,23,0,1
3097222.77,Rubavu,mobile,4,1,0
1353830.21,Kigali,atm,11,1,0
4874923.77,Kigali,web,2,1,0
591370.77,Rubavu,pos,1,3,0
561835.6,Kigali,mobile,5,1,0
1146136.42,Butare,atm,5,5,0
3769689.37,Kigali,mobile,19,3,0
183238.17,Butare,atm,3,2,0
4939334.96,Kigali,web,9,4,0
4938653.37,Kigali,unknown,19,4,1
798841.14,Butare,web,2,3,0
2006315.77,Gisenyi,atm,0,3,1
1019984.74,Butare,mobile,8,2,0
2040372.05,Kigali,atm,22,5,0
2664547.64,Kigali,web,18,5,0
4113748.39,Kigali,mobile,17,8,0
179518.59,Rubavu,atm,19,1,0
4934494.91,Kigali,mobile,10,2,0
4702844.52,Nyagatare,mobile,8,4,0
2852301.29,Musanze,mobile,6,2,0
2404741.45,Nyagatare,web,3,3,0
2753448.44,Nyagatare,mobile,5,3,0
92695.41,Rubavu,web,12,2,0
3688544.62,Musanze,mobile,15,0,0
2482431.7,Rubavu,mobile,1,4,0
1430556.58,Kigali,mobile,20,2,0
2307987.02,Musanze,mobile,19,4,0
1463192.73,Gisenyi,mobile,17,2,0
3499903.89,Kigali,mobile,1,3,0
3072363.8,Musanze,mobile,12,1,0
1940768.95,Nyagatare,web,21,6,0
1571552.59,Butare,mobile,5,2,0
4390244.2,Butare,unknown,8,5,1
3411352.1,Butare,web,8,4,0
3579051.19,Rubavu,web,9,3,0
3093218.66,Kigali,mobile,5,3,0
376615.14,Musanze,web,0,1,0
296782.8,Kigali,mobile,2,1,0
2146143.01,Kigali,pos,1,4,0
4652534.54,Musanze,mobile,22,0,0
2623778.04,Kigali,mobile,16,3,0
4379484.62,Nyagatare,atm,3,1,0
483200.94,International,unknown,0,5,1
3621443.24,Kigali,web,11,1,0
1227066.61,Nyagatare,mobile,15,1,0
2622718.55,Gisenyi,pos,12,2,0
1464958.89,Kigali,atm,2,7,0
3561810.63,Butare,mobile,19,3,0
2004744.82,Musanze,mobile,5,5,0
2311111.38,Rubavu,atm,15,7,0
1227104.19,Butare,mobile,10,2,0
1407649.35,Kigali,web,12,2,0
897788.72,Rubavu,mobile,0,2,0
2769215.84,Kigali,web,0,2,1
725412.28,Kigali,mobile,13,1,0
1341378.96,Rubavu,web,21,1,0
2652541.54,Gisenyi,pos,8,1,0
1374519.08,Kigali,web,21,3,0
2942704.05,Rubavu,pos,17,1,0
71312.94,Kigali,web,14,2,0
4866127.33,Musanze,web,1,3,1
3650079.29,Butare,mobile,1,6,0
2519343.73,Gisenyi,mobile,20,3,0
4604229.18,Gisenyi,mobile,0,2,0
4348895.52,Kigali,mobile,4,1,0
1833088.32,Rubavu,mobile,23,3,0
581087.83,Nyagatare,mobile,8,3,0
1261535.84,Nyagatare,mobile,22,1,0
1043842.0,Rubavu,web,17,5,0
3750412.15,International,web,11,6,1
2740775.41,Gisenyi,atm,13,4,0
4250565.87,Kigali,mobile,4,5,0
2448758.9,Rubavu,web,19,3,0
3848940.39,Nyagatare,pos,18,1,0
1617452.48,Kigali,web,22,4,0
3010952.94,Kigali,web,1,6,0
3197181.21,International,web,3,1,1
3796555.81,Musanze,web,7,2,0
3997542.26,Kigali,mobile,1,1,1
1382876.96,Gisenyi,mobile,20,0,0
1925597.48,Kigali,mobile,5,3,0
1036071.89,Kigali,web,6,3,0
3739297.94,Kigali,mobile,7,3,0
1354005.95,Kigali,pos,11,2,0
1955400.5,Butare,web,17,2,0
4015230.86,Kigali,atm,22,5,0
1699343.3,Nyagatare,pos,9,4,0
1457855.8,Musanze,web,8,4,0
3256081.57,Kigali,mobile,10,3,0
4876880.24,Kigali,unknown,7,2,1
313588.53,International,unknown,1,7,1
4174024.63,Gisenyi,mobile,8,2,0
608463.37,Butare,atm,6,6,0
1724818.14,Kigali,mobile,8,4,0
2083881.3,Kigali,mobile,5,6,0
3593837.43,Musanze,web,13,4,0
4632866.37,Butare,mobile,7,5,0
510503.8,International,pos,14,2,0
3724169.86,International,web,18,3,1
1611800.83,Kigali,atm,14,4,0
4509604.02,International,mobile,22,2,1
1391444.99,International,pos,15,4,0
3469462.82,Musanze,mobile,14,0,0
824196.62,Kigali,web,4,4,0
4789756.42,Kigali,web,10,3,0
22119.53,Kigali,mobile,4,1,0
1164643.46,Kigali,unknown,22,8,0
3379882.61,Musanze,mobile,16,2,0
4267694.39,Nyagatare,atm,17,5,0
4967789.77,Musanze,web,9,7,0
866716.55,Musanze,mobile,14,2,0
1536065.63,Butare,pos,20,5,0
4459314.18,Gisenyi,mobile,5,3,0
162983.33,Rubavu,mobile,15,4,0
3666742.45,Kigali,mobile,11,3,0
2115548.09,Rubavu,mobile,5,6,0
3444245.69,Kigali,web,5,2,0
2624738.16,Kigali,mobile,11,3,0
3135745.88,Gisenyi,web,6,1,0
3333485.22,Butare,atm,1,3,1
3156414.1,Rubavu,unknown,12,2,1
3322982.61,Gisenyi,atm,11,7,0
2841955.49,Kigali,mobile,2,3,1
3569619.84,International,mobile,23,2,1
3880229.35,Musanze,web,13,2,0
3939783.13,Nyagatare,pos,0,4,1
4267638.74,Musanze,web,6,4,0
1582353.9,Kigali,web,10,5,0
3728994.27,Nyagatare,mobile,5,2,0
4733333.13,International,web,19,2,1
1837656.66,Kigali,mobile,17,2,0
3888316.76,Kigali,web,4,0,0
1457668.16,International,pos,11,5,0
878258.54,Kigali,unknown,11,5,0
2232411.25,Musanze,pos,20,7,0
4032757.53,Kigali,pos,17,2,0
1535959.04,Rubavu,mobile,14,2,0
1475049.37,Rubavu,web,1,2,0
1388736.34,Nyagatare,mobile,7,1,0
1090995.86,Rubavu,mobile,14,3,0
3055749.41,Kigali,pos,16,6,0
1217062.76,Butare,mobile,5,2,0
4674546.66,Kigali,mobile,21,2,0
1729982.27,Gisenyi,mobile,22,5,0
2712222.59,Butare,mobile,5,4,0
2046147.73,Kigali,mobile,13,3,0
4813597.31,Rubavu,web,16,2,0
2120345.51,Kigali,pos,5,4,0
2818690.39,Nyagatare,atm,19,1,0
3817234.59,Kigali,web,0,3,1
856897.04,Butare,atm,15,2,0
163692.69,Musanze,web,5,3,0
2274872.12,Musanze,unknown,18,2,0
2753430.02,Gisenyi,web,3,2,0
1435661.66,Kigali,mobile,7,4,0
2312792.08,Gisenyi,atm,23,1,0
3075994.7,Musanze,pos,2,4,1
4866378.15,Kigali,mobile,10,5,0
3009084.89,Kigali,mobile,19,4,0
2244562.05,Gisenyi,web,18,1,0
113131.21,Gisenyi,web,23,0,0
1553260.87,Kigali,pos,18,2,0
1792750.58,Butare,web,15,2,0
2384984.38,Kigali,web,18,3,0
3910964.23,Kigali,mobile,21,2,0
3879548.94,Musanze,unknown,18,5,1
4226507.27,Butare,mobile,20,2,0
1450317.8,Kigali,web,19,3,0
1732623.48,International,web,13,2,0
751619.33,Kigali,mobile,11,2,0
4287150.17,Kigali,mobile,0,3,0
3261349.71,International,web,10,4,0
388210.75,Kigali,mobile,10,4,0
1518633.16,International,mobile,22,4,0
764048.89,Rubavu,pos,21,5,0
4846156.17,Butare,mobile,16,2,0
1623351.74,Gisenyi,web,9,6,0
2482588.36,Butare,web,3,3,1
1589851.13,Musanze,pos,22,7,0
2371745.51,Kigali,mobile,18,6,0
4993111.42,Musanze,web,22,4,0
1437300.19,International,mobile,13,4,0
1413468.96,Butare,pos,16,4,0
1857212.17,Kigali,web,20,5,0
846999.21,Kigali,mobile,16,4,0
3695089.21,Kigali,mobile,19,1,0
1897011.84,Kigali,mobile,17,5,0
2904503.46,Kigali,atm,9,1,0
3306684.79,Rubavu,web,17,2,0
177700.44,Butare,mobile,21,5,0
3220191.96,Nyagatare,mobile,23,1,0
2664080.41,Butare,unknown,5,5,0
414710.63,Kigali,pos,18,2,0
622870.36,Kigali,mobile,18,3,0
2204271.72,Rubavu,web,18,6,0
1731865.42,Gisenyi,web,12,4,0
2187760.28,Rubavu,web,18,4,0
3177757.67,Kigali,mobile,11,4,0
772546.84,Nyagatare,mobile,3,4,0
3312391.85,Kigali,mobile,6,4,0
4090722.86,Kigali,mobile,1,4,1
15139.7,Rubavu,mobile,22,2,0
1842633.77,Rubavu,mobile,6,8,0
1376200.37,Butare,web,19,3,0
2160282.89,Kigali,web,3,5,0
3076585.94,Kigali,mobile,20,5,0
938252.72,Kigali,web,16,1,0
670911.04,Gisenyi,mobile,21,1,0
3644327.63,Rubavu,mobile,6,6,0
3428922.83,Rubavu,mobile,19,1,0
2304492.05,Musanze,web,7,2,0
2506862.98,Kigali,mobile,22,2,0
1349671.28,Gisenyi,web,13,1,0
1646231.05,Kigali,mobile,9,2,0
1600752.84,Gisenyi,pos,13,5,0
3631812.38,Rubavu,mobile,0,3,0
2778437.69,Rubavu,mobile,13,1,0
3647578.6,Kigali,atm,16,1,0
2953787.94,Kigali,atm,7,4,0
2728408.73,Nyagatare,mobile,13,6,0
1603249.48,Musanze,mobile,16,2,0
1977631.32,Kigali,web,23,1,0
4437045.68,Gisenyi,web,16,2,0
2879862.04,Kigali,atm,9,2,0
2622514.26,Rubavu,web,17,2,0
266130.82,Gisenyi,atm,2,3,0
3354610.4,Kigali,web,9,6,0
3430244.23,Butare,web,10,1,0
3453437.52,Musanze,web,19,0,0
456564.96,Kigali,atm,15,1,0
1502626.07,Musanze,mobile,16,3,0
1856444.62,Kigali,mobile,23,2,0
4132571.23,Musanze,pos,6,2,0
4903373.33,Kigali,atm,17,6,0
2074030.59,Kigali,atm,8,1,0
2771626.4,Kigali,mobile,19,6,0
37182.62,Nyagatare,web,5,2,0
44392.02,Butare,web,12,3,0
372963.9,Butare,atm,8,5,0
3597472.48,Kigali,web,15,3,0
891093.92,Kigali,web,0,0,0
3789366.13,Gisenyi,mobile,2,3,0
2159664.82,Kigali,pos,21,4,0
4249920.06,Nyagatare,unknown,22,1,1
4351646.71,Butare,web,13,2,0
4399224.62,Kigali,web,3,3,0
2717741.44,Kigali,mobile,22,1,0
3942642.9,Kigali,mobile,6,3,0
3309730.21,Kigali,web,14,3,0
933972.61,Kigali,mobile,7,5,0
1907892.87,Kigali,web,4,3,0
4811830.58,Nyagatare,web,9,3,0
3862937.22,Kigali,web,9,4,0
1315337.89,Musanze,mobile,17,4,0
1405231.2,Butare,atm,12,3,0
1271278.52,Nyagatare,mobile,12,2,0
1644410.72,Rubavu,web,18,5,0
4641572.73,Kigali,pos,15,2,0
2167994.68,International,atm,16,2,1
1821579.93,Kigali,pos,22,3,0
1196292.09,Kigali,mobile,22,1,0
4462094.12,International,atm,14,1,1
4786904.11,Kigali,web,16,1,0
1618045.48,Gisenyi,mobile,9,6,0
3083458.79,International,mobile,23,1,1
4792187.52,Rubavu,mobile,19,1,0
2497650.27,Rubavu,web,7,3,0
2343577.49,Gisenyi,web,13,2,0
2638707.4,Gisenyi,mobile,0,3,0
166333.57,Nyagatare,web,23,2,0
1500944.99,Butare,mobile,12,1,0
3495111.6,Rubavu,mobile,17,2,0
4833664.42,Rubavu,mobile,3,4,0
2843939.23,Butare,web,3,4,1
952783.94,Nyagatare,mobile,14,4,0
2134352.95,Kigali,mobile,1,3,0
2450353.42,Kigali,mobile,11,3,0
761547.44,Gisenyi,atm,0,1,0
1646749.36,Kigali,web,13,3,0
2225600.18,Nyagatare,web,17,2,0
1309879.97,Musanze,mobile,19,5,0
1769755.05,Kigali,web,1,2,0
1381583.68,Kigali,mobile,6,3,0
3064301.2,Rubavu,unknown,0,2,1
2893223.8,Kigali,web,19,4,0
2758700.46,Nyagatare,pos,23,3,0
484128.23,Kigali,mobile,23,4,0
918196.46,Musanze,web,13,1,0
554580.43,Butare,web,16,6,0
316873.19,Butare,atm,4,3,0
1234525.99,Kigali,web,8,4,0
973010.09,International,mobile,20,3,0
3625119.5,Kigali,mobile,20,4,0
3479586.15,Kigali,mobile,5,2,0
1007095.22,Kigali,mobile,23,6,0
828235.83,Butare,mobile,22,3,0
724906.32,Kigali,mobile,13,2,0
1600589.83,Butare,web,6,2,0
1471287.25,Nyagatare,atm,22,4,0
143173.78,Butare,mobile,16,3,0
2839568.41,Kigali,web,1,7,0
4490208.33,Kigali,atm,4,1,0
2694513.89,Kigali,web,4,2,0
319508.76,Nyagatare,web,9,3,0
2997955.0,Kigali,mobile,12,3,0
2425037.7,Kigali,mobile,19,1,0
4534690.76,International,web,7,1,1
1816415.62,Butare,mobile,7,3,0
3760034.16,Butare,web,23,0,0
192682.04,Nyagatare,atm,13,3,0
3607604.68,Butare,unknown,6,3,1
208112.23,Kigali,pos,11,3,0
1723904.03,Musanze,unknown,15,6,0
4740455.08,Kigali,unknown,6,3,1
3516172.41,Butare,mobile,12,8,0
4625153.02,Musanze,unknown,12,1,1
2479516.92,Nyagatare,mobile,7,1,0
3031280.02,Gisenyi,pos,3,3,0
2588982.65,Butare,web,13,1,0
2394583.5,Kigali,pos,15,2,0
2891364.04,Gisenyi,unknown,15,2,0
194977.33,Kigali,pos,7,2,0
928826.85,Butare,pos,1,3,0
1073500.45,Rubavu,mobile,19,2,0
1914553.23,Gisenyi,pos,10,3,0
2173058.44,Kigali,mobile,10,1,0
3698720.83,Kigali,web,0,5,0
828117.62,Kigali,web,20,7,0
2849677.51,Kigali,web,10,3,0
1361809.57,Kigali,atm,22,4,0
2578510.9,Nyagatare,mobile,3,2,0
3133263.33,Rubavu,web,1,1,0
2912461.44,Nyagatare,web,19,5,0
1077296.3,Butare,web,21,1,0
3547410.92,Kigali,web,8,4,0
3269112.39,Kigali,mobile,10,2,0
4660050.41,Kigali,mobile,4,4,0
3170942.55,Musanze,unknown,9,2,0
3601761.88,Kigali,unknown,8,4,0
4055232.75,Kigali,web,2,3,0
530468.41,Nyagatare,mobile,2,6,0
3481823.19,Kigali,mobile,3,5,0
1593241.86,Butare,unknown,6,4,0
4115832.3,Kigali,pos,15,5,0
2401162.46,Nyagatare,mobile,15,5,0
2903288.97,Rubavu,web,6,1,0
1302057.7,Butare,unknown,17,3,0
3253000.31,Nyagatare,mobile,12,4,0
178728.83,Rubavu,web,11,4,0
3742997.13,Musanze,unknown,19,4,1
816897.56,International,pos,12,6,0
1138258.97,Kigali,mobile,23,3,0
5050.86,Kigali,unknown,3,2,0
1566216.59,Gisenyi,mobile,23,3,0
1941551.97,Butare,mobile,21,5,0
1170381.49,Nyagatare,mobile,11,3,0
1151436.96,Kigali,mobile,4,6,0
4464958.45,Butare,atm,1,1,0
1632599.29,Butare,mobile,7,2,0
3611549.4,Butare,pos,23,1,0
1187288.78,Kigali,pos,4,1,0
4045301.62,Kigali,mobile,7,3,0
3388871.09,Kigali,web,14,6,0
3781141.86,Gisenyi,atm,17,1,0
2197964.07,Butare,web,11,4,0
4397883.04,Kigali,mobile,8,3,0
1870375.11,Rubavu,mobile,1,4,0
3004674.8,Musanze,web,0,5,1
3200540.54,Kigali,web,20,4,0
4761280.8,Rubavu,pos,6,1,0
673046.18,Kigali,mobile,9,1,0
678457.93,Nyagatare,web,19,3,0
2310526.06,International,pos,18,0,1
4589419.16,Kigali,unknown,10,5,1
108914.7,Musanze,mobile,19,1,0
1381739.9,Kigali,web,12,2,0
1418289.83,International,mobile,1,4,0
1525110.54,Butare,mobile,0,4,0
124012.49,Butare,web,21,2,0
4128118.86,Musanze,mobile,2,2,0
45042.81,Kigali,web,9,5,0
2388780.92,Kigali,mobile,21,5,0
282266.94,Kigali,unknown,16,5,0
3993320.83,Gisenyi,mobile,10,5,0
3733055.89,Musanze,mobile,5,7,0
3607793.54,Nyagatare,web,17,1,0
3681456.59,Butare,web,6,4,0
4701227.66,Musanze,mobile,4,0,0
2084346.16,Kigali,atm,12,1,0
4307943.23,Rubavu,atm,21,3,0
921569.15,Kigali,web,2,2,0
2256596.88,Kigali,mobile,6,3,0
45041.02,Gisenyi,unknown,9,3,0
1421059.4,Kigali,atm,4,3,0
2291068.3,Butare,mobile,22,5,0
4546494.55,Musanze,atm,19,1,0
1585099.35,Gisenyi,mobile,1,2,0
3362206.56,Kigali,mobile,3,3,0
4169917.04,Butare,web,12,1,0
1632985.39,Musanze,atm,9,2,0
846556.39,Butare,unknown,17,4,0
2956175.12,Nyagatare,unknown,19,2,1
1422277.05,Kigali,web,0,3,0
3262434.32,Butare,atm,22,1,0
673937.87,Kigali,web,11,6,0
758398.42,Gisenyi,mobile,12,3,0
3379777.38,Gisenyi,mobile,3,2,0
4867810.42,Gisenyi,unknown,5,4,1
1234858.12,Butare,mobile,8,3,0
3569707.22,Butare,atm,4,4,0
2660437.04,Nyagatare,mobile,13,1,0
4219285.74,Kigali,web,1,4,0
1944735.52,Butare,mobile,17,4,0
4858584.12,Kigali,pos,15,5,0
412443.15,Kigali,mobile,8,7,0
4923246.86,Kigali,atm,20,0,0
4231263.44,Rubavu,mobile,23,1,1
4332357.41,Rubavu,pos,20,4,0
4212095.99,Kigali,web,1,2,0
4309387.46,International,web,19,3,0
4075855.4,Kigali,mobile,3,6,0
4497635.92,Musanze,web,6,2,0
2304273.31,Kigali,mobile,14,2,0
4696485.09,Butare,pos,4,3,0
1925121.78,Rubavu,atm,8,5,0
3642718.86,Gisenyi,mobile,0,1,1
3551907.71,Butare,unknown,15,4,1
4104572.06,Musanze,pos,22,2,0
3692043.99,Rubavu,mobile,23,2,0
177379.85,Nyagatare,pos,13,3,0
3695894.59,Kigali,mobile,23,3,1
116972.18,Kigali,web,9,2,0
2666384.94,International,mobile,6,2,0
4194827.06,Kigali,unknown,15,0,1
4147961.02,Kigali,mobile,10,2,0
4206644.3,Kigali,mobile,7,3,0
3012251.93,Rubavu,web,0,3,0
919468.32,Gisenyi,web,6,4,0
2540136.6,Kigali,web,5,3,0
2581301.34,Kigali,atm,10,5,0
1624176.37,Butare,mobile,17,3,0
2120784.33,Kigali,web,19,4,0
4360947.25,Kigali,web,7,1,0
2589880.21,Gisenyi,mobile,15,3,0
3523866.73,Kigali,web,16,5,0
2479309.49,Kigali,web,20,2,0
3087547.75,Butare,web,3,2,0
463388.69,Nyagatare,mobile,14,2,0
4656975.34,Kigali,web,2,5,1
2179947.37,Kigali,mobile,0,1,0
3741639.2,Butare,atm,15,7,0
3335672.08,Kigali,web,5,5,0
3996461.28,Gisenyi,mobile,17,2,0
174847.1,Musanze,web,4,3,0
4676791.65,Kigali,unknown,9,5,0
4148819.35,Rubavu,pos,16,1,0
4168890.92,Nyagatare,pos,22,3,0
2335833.65,Nyagatare,unknown,18,4,1
3981721.38,Gisenyi,mobile,16,2,0
2876122.59,Kigali,atm,22,5,0
2517638.44,Rubavu,web,9,6,0
3924717.41,Rubavu,mobile,6,1,0
